shade_id,product_id,hex,shade_name,shade_specific,skintone,undertone,shade_specific_raw,name
108194,395,#573829,34 rich with Warm undertones,34,Rich,Warm,34,NA
108195,395,#4f3a2b,35 rich with Neutral undertones,35,Rich,Neutral,35,NA
108196,395,#392b23,36 rich with Cool undertones,36,Rich,Cool,36,NA
108197,395,#d0af91,10 light to medium with Neutral undertones,10,Light,Neutral,10,NA
108198,395,#d3ad89,11 light to medium with Peach undertones,11,Light,Peach,11,NA
108199,395,#d0a884,12 light to medium with Cool undertones,12,Light,Cool,12,NA
108200,396,#ecc0aa,One for very light skintones with pink undertones,NA,Very Light,Pink,One,One
108201,396,#e9ba9c,Two for very light skintones with peach undertones,NA,Very Light,Peach,Two,Two
108202,396,#deb089,Three for light to medium skintones with peach undertones.,NA,Light,Peach,Three,Three
108203,396,#d29b71,Three + Half for light to medium skintones with golden undertones.,NA,Light,Golden,Three,Three + Half
108204,396,#d5a379,Four for light to medium skintones with red undertones.,NA,Light,Red,Four,Four
108205,396,#d49873,Four + Half for medium skintones with golden undertones,NA,Medium,Golden,Four,Four + Half
108206,396,#c89775,Five for medium skintones with peach undertones,NA,Medium,Peach,Five,Five
108207,396,#b87d51,Five + Half for medium skintones with red undertones,NA,Medium,Red,Five,Five + Half
108208,396,#c27b5c,Six for medium to tan skintones with golden undertones,NA,Medium To Tan,Golden,Six,Six
108209,396,#a0663a,Seven for medium to tan skintones with olive undertones,NA,Medium To Tan,NA,Seven,Seven
108210,396,#935425,Eight for deep skintones with peach undertones,NA,Deep,Peach,Eight,Eight
108211,396,#775031,Nine for deep skintones with red undertones,NA,Deep,Red,Nine,Nine
108212,396,#654028,Nine + Half for rich skintones with deep red undertones,NA,Rich,Red,Nine,Nine + Half
108213,396,#6a4329,Ten for rich skintones with Neutral undertones,NA,Rich,Neutral,Ten,Ten
108214,397,#efe6d5,1 very light skin tones with Neutral undertones,1,Very Light,Neutral,1,NA
108215,397,#efe0c1,2 very light skin tones with Warm undertones,2,Very Light,Warm,2,NA
108216,397,#e5ccb8,3 very light skin tones with peach undertones,3,Very Light,Peach,3,NA
108217,397,#dcc8af,4 very light skin tones with cool undertones,4,Very Light,Cool,4,NA
108218,397,#e4cdad,5 light skin tones with Warm undertones,5,Light,Warm,5,NA
108219,397,#e8d1af,6 light skin tones with peach undertones,6,Light,Peach,6,NA
108220,397,#e5c6aa,7 light skin tones with Neutral undertones,7,Light,Neutral,7,NA
108221,397,#ddc2a7,8 light skin tones with Warm undertones,8,Light,Warm,8,NA
108222,397,#d4b193,9 light skin tones with golden undertones,9,Light,Golden,9,NA
108223,397,#d0af91,10 light to medium skin tones with Neutral undertones,10,Light,Neutral,10,NA
108224,397,#d3ad89,11 light to medium skin tones with peach undertones,11,Light,Peach,11,NA
108225,397,#d0a884,12 light to medium skin tones with cool undertones,12,Light,Cool,12,NA
108226,397,#dbaf88,13 medium skin tones with golden undertones,13,Medium,Golden,13,NA
108227,397,#c79f7c,14 medium skin tones with peach undertones,14,Medium,Peach,14,NA
108228,397,#ccab77,15 medium skin tones with olive undertones,15,Medium,NA,15,NA
108229,397,#c1996f,16 medium skin tones with Warm undertones,16,Medium,Warm,16,NA
108230,397,#c8a67d,17 medium to medium/tan skin tones with Warm undertones,17,Medium,Warm,17,NA
108231,397,#ba9972,18 medium to medium/tan skin tones with Neutral undertones,18,Medium,Neutral,18,NA
108232,397,#c3926f,19 medium to medium/tan skin tones with golden undertones,19,Medium,Golden,19,NA
108233,397,#ca9e6f,20 medium to medium/tan skin tones with cool undertones,20,Medium,Cool,20,NA
108234,397,#bb8456,21 medium to medium/tan skin tones with golden undertones,21,Medium,Golden,21,NA
108235,397,#cd9057,22 medium/tan skin tones with olive undertones,22,Medium,NA,22,NA
108236,397,#be8e5b,23 medium/tan skin tones with Warm undertones,23,Medium,Warm,23,NA
108237,397,#b1865c,24 medium/tan skin tones with cool undertones,24,Medium,Cool,24,NA
108238,397,#bb8054,25 medium/tan skin tones with golden undertones,25,Medium,Golden,25,NA
108239,397,#9c6842,26 medium/tan skin tones with peach undertones,26,Medium,Peach,26,NA
108240,397,#9c6d40,27 medium/tan to deep skin tones with olive undertones,27,Medium,NA,27,NA
108241,397,#97663e,28 medium/tan to deep skin tones with cool undertones,28,Medium,Cool,28,NA
108242,397,#956544,29 deep skin tones with Neutral undertones,29,Deep,Neutral,29,NA
108243,397,#815433,30 deep skin tones with cool undertones,30,Deep,Cool,30,NA
108244,397,#7a4c36,31 deep skin tones with Warm undertones,31,Deep,Warm,31,NA
108245,397,#7f4c2d,32 deep skin tones with olive undertones,32,Deep,NA,32,NA
108246,397,#5c3c2d,33 rich skin tones with cool undertones,33,Rich,Cool,33,NA
108247,397,#573829,34 rich skin tones with Warm undertones,34,Rich,Warm,34,NA
108248,397,#4f3a2b,35 rich skin tones with Neutral undertones,35,Rich,Neutral,35,NA
108249,397,#392b23,36 rich skin tones with cool undertones,36,Rich,Cool,36,NA
108250,398,#ead2b8,HB HALF for very light skin tones with Neutral undertones,NA,Very Light,Neutral,HB,Half
108251,398,#d9baaa,HB ONE For very light skin tones with pink undertones,NA,Very Light,Pink,HB,One
108252,398,#e7bc9b,HB ONE + HALF for light skin tones with Neutral undertones,NA,Light,Neutral,HB,One + Half
108253,398,#dcb9a5,HB TWO For light to medium skin tones with golden undertones,NA,Light,Golden,HB,Two
108254,398,#d2a989,HB THREE For lightmedium to medium skin tones with golden undertones,NA,Light,Golden,HB,Three
108255,398,#b98256,HB THREE + HALF for medium skin tones with golden beige undertones,NA,Medium,Golden,HB,Three + Half
108256,398,#c89c79,HB FOUR For medium skin tones with red undertones,NA,Medium,Red,HB,Four
108257,398,#b38464,HB FIVE For medium to tan skin tones with golden undertones,NA,Medium To Tan,Golden,HB,Five
108258,398,#9d6741,HB FIVE + HALF for medium to tan skin tones with Neutral undertones,NA,Medium To Tan,Neutral,HB,Five + Hal
108259,398,#b16c33,HB SIX For deep skin tones with golden undertones,NA,Deep,Golden,HB,Six
108260,398,#9c603c,HB SEVEN For deep skin tones with red undertones,NA,Deep,Red,HB,Seven
108261,398,#86583d,HB SEVEN + HALF for deep to rich skin tones with Neutral olive undertones,NA,Deep,Neutral,HB,Seven + Half
108262,398,#7d4b32,HB EIGHT For rich skin tones with Neutral undertones,NA,Rich,Neutral,HB,Eight
108263,398,#5e2a11,HB NINE For rich skin tones with red undertones,NA,Rich,Red,HB,Nine
108264,398,#3a0902,HB TEN for rich skin tones with golden Neutral undertones,NA,Rich,Golden,HB,Ten
108265,399,#e2b99d,1.0 Fair Cool,1.0,Fair,Cool,1.0,Fair Cool
108266,399,#cea683,2.0 Fair Warm,2.0,Fair,Warm,2.0,Fair Warm
108267,399,#c99c7f,3.0 Light Neutral,3.0,Light,Neutral,3.0,Light Neutral
108268,399,#d6a587,4.0 Light-Medium Warm,4.0,Light,Warm,4.0,Light-Medium Warm
108269,399,#d0987d,5.0 Medium Neutral,5.0,Medium,Neutral,5.0,Medium Neutral
108270,399,#c08366,6.0 Medium Warm,6.0,Medium,Warm,6.0,Medium Warm
108271,399,#bd7d62,7.0 Medium-Deep Cool,7.0,Medium,Cool,7.0,NA
108272,399,#a2644d,8.0 Medium-Deep Warm,8.0,Medium,Warm,8.0,NA
108273,399,#6f3527,9.0 Deep Neutral,9.0,Deep,Neutral,9.0,Deep Neutral
108274,399,#5b361c,10.0 Deep Cool,10.0,Deep,Cool,10.0,Deep Cool
108275,400,#fcdcb6,05 porcelain,05,NA,NA,05,Porcelain
108276,400,#e5bb95,15 Fair,15,Fair,NA,15,Fair
108277,400,#e2b393,25 beige,25,NA,NA,25,Beige
108278,400,#e8b98f,30 sand,30,NA,NA,30,Sand
108279,400,#d5a67c,35 bronze,35,NA,NA,35,Bronze
108280,400,#bc7e55,56 mahogany,56,NA,NA,56,Mahogany
108281,400,#a0613f,60 deep ebony,60,Deep,NA,60,Deep Ebony
108282,400,#985332,65 Toffee,65,NA,NA,65,Toffee
108283,400,#854223,75 Hazelnut,75,NA,NA,75,Hazelnut
108284,400,#612c18,80 Sienna,80,NA,NA,80,Sienna
108285,401,#f5d2a8,11.5 P for light skin with pink undertones,11.5P,Light,Pink,11.5,NA
108286,401,#e6b892,15.5 N for light skin with Neutral undertones,15.5N,Light,Neutral,15.5,NA
108287,401,#e7b888,17.5 N for light skin with Neutral undertones,17.5N,Light,Neutral,17.5,NA
108288,401,#dab798,19.5 P for light skin with pink undertones,19.5P,Light,Pink,19.5,NA
108289,401,#e9ba8b,20 N for light-medium skin with Neutral undertones,20N,Light,Neutral,20,NA
108290,401,#e8b38d,21 P for light-medium skin with pink undertones,21P,Light,Pink,21,NA
108291,401,#e4b082,22 P for light-medium skin with pink undertones,22P,Light,Pink,22,NA
108292,401,#e4b387,22.5 N for light-medium skin with Neutral undertones,22.5N,Light,Neutral,22.5,NA
108293,401,#f1bf95,24 N for light-medium skin with Neutral undertones,24N,Light,Neutral,24,NA
108294,401,#e1a97c,25 N for light-medium skin with Neutral undertones,25N,Light,Neutral,25,NA
108295,401,#dda071,25.5 Y for light-medium skin with yellow undertones,25.5Y,Light,Yellow,25.5,NA
108296,401,#deaf88,26 N for light-medium skin with Neutral undertones,26N,Light,Neutral,26,NA
108297,401,#e2a678,26.5 Y for light-medium skin with yellow undertones,26.5Y,Light,Yellow,26.5,NA
108298,401,#ddb28b,27 P for medium skin with pink undertones,27P,Medium,Pink,27,NA
108299,401,#ddae85,28.5 N for medium skin with yellow undertones,28.5N,Medium,Yellow,28.5,NA
108300,401,#dbac75,29 Y for medium skin with yellow undertones,29Y,Medium,Yellow,29,NA
108301,401,#e8aa7b,30 P for medium skin with pink undertones,30P,Medium,Pink,30,NA
108302,401,#d4a06b,31 Y for medium skin with yellow undertones,31Y,Medium,Yellow,31,NA
108303,401,#deac7a,33 N for medium skin with Neutral undertones,33N,Medium,Neutral,33,NA
108304,401,#cf9c65,33.5 Y for medium skin with yellow undertones,33.5Y,Medium,Yellow,33.5,NA
108305,401,#dba471,34.5 N for medium skin with Neutral undertones,34.5N,Medium,Neutral,34.5,NA
108306,401,#cf9463,35 N for medium-dark skin with Neutral undertones,35N,Medium,Neutral,35,NA
108307,401,#c99268,45 P for medium-dark skin with pink undertones,45P,Medium,Pink,45,NA
108308,401,#bf895d,53.5 N for dark skin with Neutral undertones,53.5N,Dark,Neutral,53.5,NA
108309,401,#906747,56.5 P for dark skin with pink undertones,56.5P,Dark,Pink,56.5,NA
108310,401,#b47745,57 Y for dark skin with yellow undertones,57Y,Dark,Yellow,57,NA
108311,401,#a36f4b,61 P for dark skin with pink undertones,61P,Dark,Pink,61,NA
108312,401,#8e694d,63 P for dark skin with pink undertones,63P,Dark,Pink,63,NA
108313,401,#84603d,65 N for deep skin with Neutral undertones,65N,Deep,Neutral,65,NA
108314,401,#77553b,65.5 P for deep skin with pink undertones,65.5P,Deep,Pink,65.5,NA
108315,401,#8a6948,66.5 N for deep skin with Neutral undertones,66.5,Deep,Neutral,66.5,NA
108316,401,#815d3f,67 P for deep skin with pink undertones,67,Deep,Pink,67,NA
108317,401,#7e5f41,68 N for deep skin with Neutral undertones,68,Deep,Neutral,68,NA
108318,402,#6d4233,"68P Deep deep, pink undertone",68P,Deep,Pink,68P,NA
108319,402,#78442c,"65N Deep deep, Neutral undertone",65N,Deep,Neutral,65N,NA
108320,402,#72401f,"59P Deep deep, pink undertone",59P,Deep,Pink,59P,NA
108321,402,#7d431e,"57N Deep deep, Neutral undertone",57N,Deep,Neutral,57N,NA
108322,402,#9f6241,"56.8N Deep deep, Neutral undertone",56.8N,Deep,Neutral,56.8N,NA
108323,402,#9e5c38,"56.5P Deep deep, pink undertone",56.5P,Deep,Pink,56.5P,NA
108324,402,#a86643,"46Y Tan tan, yellow undertone",46Y,Tan ,Yellow,46Y,NA
108325,402,#b36f48,"45P Tan tan, pink undertone",45P,Tan ,Pink,45P,NA
108326,402,#b56f40,"44N Tan tan, Neutral undertone",44N,Tan ,Neutral,44N,NA
108327,402,#c87c4c,"38P Tan tan, pink undertone",38P,Tan ,Pink,38P,NA
108328,402,#b77849,"36Y Tan tan, yellow undertone",36Y,Tan ,Yellow,36Y,NA
108329,402,#c18155,"35P Tan tan, pink undertone",35P,Tan ,Pink,35P,NA
108330,402,#be8862,"34.5P Tan tan, pink undertone",34.5P,Tan ,Pink,34.5P,NA
108331,402,#ce925c,"33.5N Tan tan, Neutral undertone",33.5N,Tan ,Neutral,33.5N,NA
108332,402,#ce8b60,"31P Tan tan, pink undertone",31P,Tan ,Pink,31P,NA
108333,402,#cd8348,"30.5Y Tan tan, yellow undertone",30.5Y,Tan ,Yellow,30.5Y,NA
108334,402,#d08a59,"29P Medium medium, pink undertone",29P,Medium,Pink,29P,NA
108335,402,#d9935f,"28.8Y Medium medium, yellow undertone",28.8Y,Medium,Yellow,28.8Y,NA
108336,402,#db995b,"28.6Y Medium medium, yellow undertone",28.6Y,Medium,Yellow,28.6Y,NA
108337,402,#ebaa72,"28.5N Medium medium, Neutral undertone",28.5N,Medium,Neutral,28.5N,NA
108338,402,#e1a26d,"28Y Medium medium, yellow undertone",28Y,Medium,Yellow,28Y,NA
108339,402,#e5ac75,"27.5Y Medium medium, yellow undertone",27.5Y,Medium,Yellow,27.5Y,NA
108340,402,#efb27a,"24.5Y Medium medium, yellow undertone",24.5Y,Medium,Yellow,24.5Y,NA
108341,402,#e8ae86,"24P Medium medium, pink undertone",24P,Medium,Pink,24P,NA
108342,402,#e5ab7b,"22.8N Medium medium, Neutral undertone",22.8N,Medium,Neutral,22.8N,NA
108343,402,#f9c8a6,"22.5P Medium medium, pink undertone",22.5P,Medium,Pink,22.5P,NA
108344,402,#eeb389,"21.5Y Medium medium, yellow undertone",21.5Y,Medium,Yellow,21.5Y,NA
108345,402,#eeb582,"20N Medium medium, Neutral undertone",20N,Medium,Neutral,20N,NA
108346,402,#f3b88e,"17.5P Light light, pink undertone",17.5P,Light,Pink,17.5P,NA
108347,402,#f9c995,"17Y Light light, yellow undertone",17Y,Light,Yellow,17Y,NA
108348,402,#f8c79f,"15.5P Light light, pink undertone",15.5P,Light,Pink,15.5P,NA
108349,402,#fbc99c,"15N Light light, Neutral undertone",15N,Light,Neutral,15N,NA
108350,402,#f3c59e,"13.5Y Light light, yellow undertone",13.5Y,Light,Yellow,13.5Y,NA
108351,402,#ecbc9a,"12N Light light, Neutral undertone",12N,Light,Neutral,12N,NA
108352,402,#f6ca9d,"10.5Y Light light, yellow undertone",10.5Y,Light,Yellow,10.5Y,NA
108353,402,#facaa6,"10P Light light, pink undertone",10P,Light,Pink,10P,NA
108354,402,#fbcead,"08N Light light, Neutral undertone",08N,Light,Neutral,08N,NA
108355,402,#facaa6,"06Y Light light, yellow undertone",06Y,Light,Yellow,06Y,NA
108356,402,#fcd9c3,"04P Light light, pink undertone",04P,Light,Pink,04P,NA
108357,402,#fce8d0,"03N Light light, Neutral undertone",03N,Light,Neutral,03N,NA
108358,403,#5e3a32,290 N deep skin with Neutral undertones,290,Deep,Neutral,290,NA
108359,403,#794e3d,280 Y deep skin with yellow undertones,280,Deep,Yellow,280,NA
108360,403,#8c5d4d,270 P deep skin with pink undertones,270,Deep,Pink,270,NA
108361,403,#c99060,260 Y deep skin with yellow undertones,260,Deep,Yellow,260,NA
108362,403,#9e6a43,250 O deep skin with olive undertones,250,Deep,NA,250,NA
108363,403,#be8059,240 P medium skin with pink undertones,240,Medium,Pink,240,NA
108364,403,#d3a17a,230 N medium skin with Neutral undertones,230,Medium,Neutral,230,NA
108365,403,#ce9463,220 Y medium skin with yellow undertones,220,Medium,Yellow,220,NA
108366,403,#d5ab87,210 O medium skin with olive undertones,210,Medium,NA,210,NA
108367,403,#d2a47d,200 N medium skin with Neutral undertones,200,Medium,Neutral,200,NA
108368,403,#e1ac80,190 Y light skin with yellow undertones,190,Light,Yellow,190,NA
108369,403,#e2b285,180 P light skin with pink undertones,180,Light,Pink,180,NA
108370,403,#d5b091,170 O light skin with olive undertones,170,Light,NA,170,NA
108371,403,#efc0a0,160 P light skin with pink undertones,160,Light,Pink,160,NA
108372,403,#edc6a2,150 Y light skin with yellow undertones,150,Light,Yellow,150,NA
108373,403,#e4bd9b,140 P Fair skin with pink undertones,140,Fair,Pink,140,NA
108374,403,#e5c09c,130 N light skin with Neutral undertones,130,Light,Neutral,130,NA
108375,403,#f4d1a9,120 Y light skin with yellow undertones,120,Light,Yellow,120,NA
108376,403,#fac9a5,110 P fair skin with pink undertones,110,Fair,Pink,110,NA
108377,403,#f4c8a2,100 N for fair skin with Neutral undertones,100,Fair,Neutral,100,NA
108378,404,#f9d8c7,04 Light Pink light skin with pink undertones,04,Light,Pink,04,Light Pink
108379,404,#e8d0b4,06 Light Beige light skin with medium Neutral undertones,06,Light,Neutral,06,Light Beige
108380,404,#e9c9ae,13 Pink Porcelain fair skin with pink undertones,13,Fair,Pink,13,Pink Porcelain
108381,404,#e3c2a1,20 Cream light skin with cool undertones,20,Light,Cool,20,Cream
108382,404,#d8b89d,22 Natural light skin with Neutral undertones,22,Light,Neutral,22,Natural
108383,404,#e5bc9e,23 Parfait fair skin with pink undertones,23,Fair,Pink,23,Parfait
108384,404,#eabe98,24 Yellow Beige fair skin with yellow undertones,24,Fair,Yellow,24,Yellow Beige
108385,404,#e9bea2,25 Nude medium skin with Neutral undertones,25,Medium,Neutral,25,Nude
108386,404,#e4ba98,25.5 Custard medium skin with yellow undertones,25.5,Medium,Yellow,25.5,Custard
108387,404,#e3bf9a,26 Peach light skin with Warm undertones,26,Light,Peach,26,Peach
108388,404,#dab08c,27 Peach Beige medium skin with Warm pink undertones,27,Medium,Peach,27,Peach Beige
108389,404,#d8b292,28 Camel light skin with yellow Neutral undertones,28,Light,Yellow,28,Camel
108390,404,#cda880,29.5 Soft Sand medium skin with yellow nuetral undertones,29.5,Medium,Yellow,29.5,Soft Sand
108391,404,#d9b79b,30 Sand medium skin with Warmer undertones,30,Medium,Warm,30,Sand
108392,404,#cca581,30.5 Pecan tan skin with Neutral undertones,30.5,Tan ,Neutral,30.5,Pecan
108393,404,#debba3,34 Walnut tan skin with deeper Neutral undertones,34,Tan ,Neutral,34,Walnut
108394,404,#d2b49a,32 Butterscotch tan skin with yellow undertones,32,Tan ,Yellow,32,Butterscotch
108395,404,#d6ad84,36 Amber medium skin with Warmer undertones,36,Medium,Warm,36,Amber
108396,404,#d5a882,37 Intense Amber tan skin with Warm undertones,37,Tan ,Warm,37,Intense Amber
108397,404,#ac7a5e,43 Toffee tan skin with yellow Neutral undertones,43,Tan ,Yellow,43,Toffee
108398,404,#a47c5d,45 Praline tan skin with rich wamer undertones,45,Tan ,NA,45,Praline
108399,404,#ab8264,47 Rich Tan tan skin with deeper yellow undertones,47,Rich,Yellow,47,Rich Tan
108400,404,#a77d59,54 Warm Pecan deep skin with yellow Warm undertones,54,Deep,Warm,54,Warm Pecan
108401,404,#a77c58,55 Dulce de Leche deep skin with yellow undertones,55,Deep,Yellow,55,Dulce de Leche
108402,404,#ad836a,56 Pot De CrÃ¨me deep skin with Neutral undertones,56,Deep,Neutral,56,Pot De Crème
108403,404,#8a5e45,57 Ganache deep skin with Warm Neutral undertones,57,Deep,Warm,57,Ganache
108404,404,#6d3f27,59 Truffle deep skin with Neutral rich undertones,59,Deep,Neutral,59,Truffle
108405,404,#704a37,63 Mahogany deep skin with pink undertones,63,Deep,Pink,63,Mahogany
108406,404,#593127,64 Deep Chocolate deep skin with Warmer undertones,64,Deep,Warm,64,Deep Chocolate
108407,404,#49271a,67 Ebony deep skin with rich cool undertones,67,Deep,Cool,67,Ebony
108408,405,#fad8bd,Fair,NA,Fair,NA,Fair,Fair
108409,405,#f8cbb1,Fair Light,NA,Fair,NA,Fair,Light
108410,405,#fdcb98,Light,NA,Light,NA,Light,Light
108411,405,#efaf76,Light Medium,NA,Light Medium,NA,Light,Medium
108412,405,#f8bc97,Light Neutral,NA,Light,Neutral,Light,Neutral
108413,405,#d2ae87,Light Olive,NA,Light,NA,Light,Olive
108414,405,#d89d69,Medium,NA,Medium,NA,Medium,Medium
108415,405,#cb966d,Medium Neutral,NA,Medium,Neutral,Medium,Neutral
108416,405,#cb9362,Medium Tan,NA,Medium Tan,NA,Medium,Tan
108417,405,#cf8d56,Tan,NA,NA,NA,Tan,Tan
108418,405,#c58253,Tan Dark,NA,Tan ,NA,Tan,Dark
108419,405,#c0895d,Tan Medium Dark,NA,Tan ,NA,Tan,Medium Dark
108420,405,#996237,Dark,NA,Dark,NA,Dark,Dark
108421,405,#ae6c43,Dark Neutral,NA,Dark,Neutral,Dark,Neutral
108422,405,#804c30,Deep,NA,Deep,NA,Deep,Deep
108423,405,#5b3a25,Deep Rich Neutral,NA,Deep,Neutral,Deep,NA
108424,406,#fee2c5,F10N - Level-one fair with a neutral undertone,F10N,Fair,Neutral,F10N,NA
108425,406,#f8d5bf,F10C - Level-one fair with a cool undertone,F10C,Fair,Cool,F10C,NA
108426,406,#f9deba,F10W - Level-one fair with a warm undertone,F10W,Fair,Warm,F10W,NA
108427,406,#f5deb8,F10 O - Level-one fair with an olive undertone,F10,Fair,NA,F10,NA
108428,406,#f3d6ae,F20W - Level-two fair with a warm undertone,F20W,Fair,Warm,F20W,NA
108429,406,#f3d7bd,F20N - Level-two fair with a neutral undertone,F20N,Fair,Neutral,F20N,NA
108430,406,#f3cab2,F20C - Level-two fair with a cool undertone,F20C,Fair,Cool,F20C,NA
108431,406,#efcbab,F30N - Level-three fair with a neutral undertone,F30N,Fair,Neutral,F30N,NA
108432,406,#f1c898,L10W - Level-one light with a warm undertone,L10W,Light,Warm,L10W,NA
108433,406,#ebc4a4,L10N - Level-one light with a neutral undertone,L10N,Light,Neutral,L10N,NA
108434,406,#e1b281,L20W - Level-two light with a warm undertone,L20W,Light,Warm,L20W,NA
108435,406,#dbaf8d,L20N - Level-two light with a neutral undertone,L20N,Light,Neutral,L20N,NA
108436,406,#d8af7d,L20 O - Level-two light with an olive undertone,L20,Light,NA,L20,NA
108437,406,#cf9e77,L30N - Level-three light with a neutral undertone,L30N,Light,Neutral,L30N,NA
108438,406,#d6a471,M10W - Level-one medium with a warm undertone,M10W,Medium,Warm,M10W,NA
108439,406,#c99466,M20W - Level-two medium with a warm undertone,M20W,Medium,Warm,M20W,NA
108440,406,#bb8560,M10N - Level-one medium with a neutral undertone,M10N,Medium,Neutral,M10N,NA
108441,406,#ad7753,M20N - Level-two medium with a neutral undertone,M20N,Medium,Neutral,M20N,NA
108442,406,#9e694d,M30N - Level-three medium with a neutral undertone,M30N,Medium,Neutral,M30N,NA
108443,406,#bd885b,T10W - Level-one tan with a warm undertone,T10W,Tan ,Warm,T10W,NA
108444,406,#ac784e,T20W - Level-two tan with a warm undertone,T20W,Tan ,Warm,T20W,NA
108445,406,#8a523a,T20C - Level-two tan with a cool undertone,T20C,Tan ,Cool,T20C,NA
108446,406,#905938,T10N - Level-one tan with a neutral undertone,T10N,Tan ,Neutral,T10N,NA
108447,406,#7b4d2f,T20N - Level-two tan with a neutral undertone,T20N,Tan ,Neutral,T20N,NA
108448,406,#94613a,D10W - Level-one dark with a warm undertone,D10W,Dark,Warm,D10W,NA
108449,406,#764b21,D10 O - Level-one dark with an olive undertone,D10,Dark,NA,D10,NA
108450,406,#87542d,D20W - Level-two dark with a warm undertone,D20W,Dark,Warm,D20W,NA
108451,406,#673b14,D10N - Level-one dark with a neutral undertone,D10N,Dark,Neutral,D10N,NA
108452,406,#6d3e0a,D30W - Level-three dark with a warm undertone,D30W,Dark,Warm,D30W,NA
108453,406,#5a300b,D20N - Level-two dark with a neutral undertone,D20N,Dark,Neutral,D20N,NA
108454,407,#dab58d,Shade 1 Fair with Neutral Peach Undertones,1,Fair,Neutral Peach,Shade,NA
108455,407,#c59b72,Shade 2 Light with Cool Undertones,2,Light,Cool,Shade,NA
108456,407,#d9976b,Shade 2.5 Light with Cool Peach Undertones,2.5,Light,Cool,Shade,NA
108457,407,#cfa370,Shade 3 Light with Golden Undertones,3,Light,Golden,Shade,NA
108458,407,#aa805a,Shade 4 Light-Medium with Neutral Olive Undertones,4,Light,Neutral Olive,Shade,NA
108459,407,#c37f58,Shade 4.5 Medium with Cool Peach Undertones,4.5,Medium,Cool,Shade,NA
108460,407,#94684e,Shade 5 Medium with Warm Neutral Undertones,5,Medium,Warm,Shade,NA
108461,407,#9e6539,Shade 6 Medium Tan with Warm Golden Undertones,6,Medium Tan,Warm,Shade,NA
108462,407,#6c381c,Shade 7 Medium Deep with Golden Neutral Undertones,7,Medium Deep,Golden,Shade,NA
108463,407,#683426,Shade 8 Medium Deep with Neutral Warm Undertones,8,Medium Deep,Neutral Warm,Shade,NA
108464,407,#422015,Shade 9 Rich Deep with Neutral Cool Undertones,9,Rich, Neutral Cool,Shade,NA
108465,407,#3a1c16,Shade 10 Rich-Deep with Neutral Undertones,10,Rich,Neutral,Shade,NA
108466,408,#e6d9c7,10N very fair Neutral,10N,Very Fair,Neutral,10N,NA
108467,408,#e5ceaf,14N fair Neutral peach,14N,Fair,Neutral Peach,14N,Fair Neutral Peach
108468,408,#d5bfad,20C light cool,20C,Light,Cool,20C,Light Cool
108469,408,#d5bfad,22W light Neutral Warm,22W,Light,Neutral Warm,22W,Light Neutral Warm
108470,408,#d0b190,24N light-medium Neutral,24N,Light,Neutral,24N,Light-Medium Neutral
108471,408,#c3a379,26W light-medium olive,26W,Light,NA,26W,Light-Medium Olive
108472,408,#b99063,30W medium golden,30W,Medium,Golden,30W,Medium Golden
108473,408,#a6835d,32N medium Neutral,32N,Medium,Neutral,32N,Medium Neutral
108474,408,#a5825c,34C medium cool,34C,Medium,Cool,34C,Medium Cool
108475,408,#8c6741,40W medium-deep golden,40W,Medium,Golden,40W,NA
108476,408,#835f42,42C medium-deep cool,42C,Medium,Cool,42C,NA
108477,408,#6d482e,46N deep Neutral,46N,Deep,Neutral,46N,Deep Neutral
108478,408,#5c3f30,52N very deep Neutral,52N,Very Deep,Neutral,52N,NA
108479,408,#4b382e,58W very deep Warm,58W,Very Deep,Warm,58W,Very Deep Warm
108480,409,#f7e7d9,10C Shell,10C,NA,NA,10C,Shell
108481,409,#f7e4d8,13C Fair,13C,Fair,NA,13C,Fair
108482,409,#f7e4d2,13N Fair Ivory,13N,Fair,NA,13N,Fair Ivory
108483,409,#f1e2cd,13W Cream,13W,NA,NA,13W,Cream
108484,409,#fadecb,15C Fair Porcelain,15C,Fair,NA,15C,Fair Porcelain
108485,409,#f9d9c2,17C Porcelain,17C,NA,NA,17C,Porcelain
108486,409,#fbdfc5,17N Vanilla,17N,NA,NA,17N,Vanilla
108487,409,#f8dec3,17W French Vanilla,17W,NA,NA,17W,French Vanilla
108488,409,#ebc3a8,21C Cool Ivory,21C,NA,Cool,21C,Cool Ivory
108489,409,#ebc5a1,21N Ivory,21N,NA,NA,21N,Ivory
108490,409,#f0d7b2,21W Natural Ivory,21W,NA,NA,21W,Natural Ivory
108491,409,#ebbca3,22C Peach Beige,22C,NA,Peach,22C,Peach Beige
108492,409,#e8bc99,22N Shell Beige,22N,NA,NA,22N,Shell Beige
108493,409,#edd1a7,22W Sheer Beige,22W,NA,NA,22W,Sheer Beige
108494,409,#ebbf98,23N Sand,23N,NA,NA,23N,Sand
108495,409,#e4b58e,24N Latte,24N,NA,NA,24N,Latte
108496,409,#ebc89a,24W Soft Beige,24W,NA,NA,24W,Soft Beige
108497,409,#e8bd96,25N Mocha,25N,NA,NA,25N,Mocha
108498,409,#daab82,27C Cool Beige,27C,NA,Cool,27C,Cool Beige
108499,409,#e5b98b,27N Camel,27N,NA,NA,27N,Camel
108500,409,#e6c49a,28N Oat,28N,NA,NA,28N,Oat
